rebal_date,hold_date,n_stocks,n_entries,n_exits,turnover,gross_ret,cost_1x,net_ret_1x,spy_ret,excess_ret_1x
2024-06-30,2024-07-31,99,22,22,0.2222,0.015419043278139115,9.883230065325394e-05,0.01532021097748586,0.015374300833944421,-5.408985645856054e-05
2024-07-31,2024-08-31,99,21,21,0.2121,0.033815563100499324,9.672081643323784e-05,0.03371884228406609,0.02336543235242594,0.010353409931640148
2024-08-31,2024-09-30,99,23,23,0.2323,0.03864377029921936,0.00010387857243089982,0.038539891726788456,0.017882478483413955,0.0206574132433745
2024-09-30,2024-10-31,99,25,25,0.2525,0.010994010229602676,0.00011048039713404241,0.010883529832468633,-0.00588351193787684,0.01676704177034547
2024-10-31,2024-11-30,99,20,20,0.202,0.11654840106801292,9.06194250624251e-05,0.1164577816429505,0.05963336231606009,0.056824419326890405
2024-11-30,2024-12-31,99,31,31,0.3131,-0.06458299790951522,0.0001470429491330294,-0.06473004085864825,-0.027333748729297724,-0.03739629212935053
2024-12-31,2025-01-31,99,21,21,0.2121,0.07604547530441533,9.803367914374678e-05,0.07594744162527158,0.0303124553442895,0.04563498628098207
2025-01-31,2025-02-28,99,22,22,0.2222,-0.03406468450709851,0.00010384789773461924,-0.03416853240483313,-0.012694935709927635,-0.021473596694905492
2025-02-28,2025-03-31,99,18,18,0.1818,-0.08808171234833506,8.709106286265177e-05,-0.08816880341119772,-0.05855127922553982,-0.029617524185657898
2025-03-31,2025-04-30,99,28,28,0.2828,0.00439193271711305,0.00012687599011845598,0.004265056726994594,-0.005687959126836062,0.009953015853830655
2025-04-30,2025-05-31,100,26,25,0.255,0.0584579991134639,0.00011327840200283347,0.058344720711461066,0.06284486771162645,-0.0045001470001653845
2025-05-31,2025-06-30,100,23,23,0.23,0.04368147595326672,0.00010720843558312326,0.0435742675176836,0.04828711731137414,-0.004712849793690542
2025-06-30,2025-07-31,100,26,26,0.26,0.01864840332670437,0.00011417607730098991,0.01853422724940338,0.02605592955723468,-0.0075217023078313
2025-07-31,2025-08-31,100,21,21,0.21,0.019465031994316945,9.650914476422896e-05,0.019368522849552715,0.020519537835420598,-0.0011510149858678827
2025-08-31,2025-09-30,100,18,18,0.18,0.07352342749822577,8.304755947948675e-05,0.07344037993874628,0.03275713817185344,0.040683241766892836
2025-09-30,2025-10-31,100,14,14,0.14,0.0030518348307991706,7.323123293846709e-05,0.0029786035978607035,0.026675866919476432,-0.02369726332161573
